id,tweet,subtask_a,tweet_cleaned
67049,"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER",OFF,is a vile excuse for a journalist here he is criticizing  yet refuses to come clean about the death of an intern in his office stop talking about everyone else and start talking about your involvement with
57804,@USER HIS FANS ARE HAPPY. HE SPREADS LOVE AND BECAUSE OF HIM I LEARNED TO APPRECIATE AND SUPPORT THE LGBTQ. I LOVE HIM  BECAUSE HE NEVER FAILED TO MAKE ME HAPPY. I LOVE HIM BECAUSE HE IS HARRY STYLES AND HARRY STYLES IS THE BEST.,NOT,his fans are happy he spreads love and because of him i learned to appreciate and support the lgbtq i love him  because he never failed to make me happy i love him because he is harry styles and harry styles is the best
82273,Ain’t nobody shit if you ask me... including myself.,OFF,ain’t nobody shit if you ask me including myself
68340,"#POWER #LESSONS  - There are certain testimonies that comes then rest comes and the strength of the wicked is removed. - When there is major vacuum in your life whether you are aware of it or not, its attracting the mockery.   #SEPTEMBER TO #REMEMBER #DAY2 URL",NOT,there are certain testimonies that comes then rest comes and the strength of the wicked is removed  when there is major vacuum in your life whether you are aware of it or not its attracting the mockery    to
78646,@USER - so long Jamule.,NOT,so long jamule
13582,"#MISSING: Imelda Algiers was last seen at about 3 p.m. Sunday.  She is about 5’04” tall, weighs about 110 pounds, and has white hair. It is unknown what Imelda was wearing. Imelda is diagnosed with Alzheimer’s Disease.  #WestBend URL",NOT,imelda algiers was last seen at about 3 pm sunday  she is about 5’04” tall weighs about 110 pounds and has white hair it is unknown what imelda was wearing imelda is diagnosed with alzheimer’s disease
36455,#MyUniqueHeritage I Get My Irish From My Dad Side Of the Family Since my Last Name is Irish Cause I’m Very Proud Of Being Irish☘️💚 URL,NOT,i get my irish from my dad side of the family since my last name is irish cause i’m very proud of being irish
98994,"#Travel #Movies and Unix #Fortune combined  Visit #Salisbury, see the sights, but wherever you go there you are, the same old you, why not travel as an international spy? Find yourself at the centre of a vast international conspiracy when you return home.   Recall Recall Recall.",NOT,and unix  combined  visit  see the sights but wherever you go there you are the same old you why not travel as an international spy find yourself at the centre of a vast international conspiracy when you return home   recall recall recall
92967,#SaveShadowhunters #MalecForever Read Mansikka's latest cause she is awesome. URL,NOT,read mansikkas latest cause she is awesome
70762,@USER $$$ well spent...panthers..Douch,NOT,well spentpanthersdouch
98216,"The Dregs of Society""... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL",OFF,the dregs of society more labelingand dehumanizing conservativesi suggestwe conservatives keep our ammo dry and our guns loadedif the fascist liberal left think conservatives will go quietly into internment camps or slaughtered in the streets they need a reality check
42113,#Sonntagsfrühstück in #Deutschland! #🇩🇪 Hand Drawn World teapots are the perfect addition to any breakfast table...#☕️ 🍞🥒No matter where in the world you are! 🙃✏️🌍💙 URL,NOT,in   hand drawn world teapots are the perfect addition to any breakfast table no matter where in the world you are
61889,#4theManyNotthefew we need a country that recognises everyone in society not pick the few and sod the rest like @USER Austeritity was only for the Working Class the very people you need to rely on the rich got richer off the backs of the poor DONT let the tories carry on,NOT,we need a country that recognises everyone in society not pick the few and sod the rest like  austeritity was only for the working class the very people you need to rely on the rich got richer off the backs of the poor dont let the tories carry on
30365,@USER Killary how does stricter gun control work. Looking at Chicago which has some of the strictest gun control laws in the country seems to have problems with shootings nearly everyday. Please explain that!,NOT,killary how does stricter gun control work looking at chicago which has some of the strictest gun control laws in the country seems to have problems with shootings nearly everyday please explain that
68518,"#Brexit is dead. Not because the other EU states won't cooperate, but because the Conservatives have no viable plan to keep it alive. We must have a new vote to carry on playing a central role in the EU, or be buried with Brexit. URL",NOT,is dead not because the other eu states wont cooperate but because the conservatives have no viable plan to keep it alive we must have a new vote to carry on playing a central role in the eu or be buried with brexit
37649,#Feinstein you cant say anything truthful.  You are a loers and liar. URL,OFF,you cant say anything truthful  you are a loers and liar
21394,#BoycottLeviStrauss Levi Strauss took a public stance against the Second Amendment and singled out pro-2A customers.  Read more about Levi's anti-gun initiatives here: URL URL,NOT,levi strauss took a public stance against the second amendment and singled out pro2a customers  read more about levis antigun initiatives here
14582,#LifeIsButepu when you have sex anytime you want but you are single,OFF,when you have sex anytime you want but you are single
88487,#WFMMC A very talented team because you are such a prestigious project. An excellent project to promote big market projects. #WFMMC #IcO #Ekolong #Sripuptruzman,NOT,a very talented team because you are such a prestigious project an excellent project to promote big market projects
21714,#Celebrations are off in #Germany for the #Germans ..  Yeah kind of expected this to happen across the western world over #SecurityFears  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL,NOT,are off in  for the    yeah kind of expected this to happen across the western world over
50821,"#Clinton #Monsanto☠️#Bayer #BigPharma #Roundup #glyphosate #GMOs  '... in an age where progressives demand full transparency on all the issues that matter to them most — immigration, gay marriage, gun control and so on — Hillary ... on the wrong side....'URL",NOT,in an age where progressives demand full transparency on all the issues that matter to them most — immigration gay marriage gun control and so on — hillary  on the wrong side
57793,"#6, Sheriff Wayne Ivey. CSPOA? - Yes, it seems he's in as well. URL",NOT,sheriff wayne ivey cspoa  yes it seems hes in as well
55400,"#CCOT is one of the leading conservative hashtags. Get your tweet read, add #CCOT! Christian Conservatives On Twitter #Christians #Conservatives #Libertarians #Evangelicals #Catholics #Charismatics #Nondenominatinal #SpiritFilled #tlot #tcot #Hannity  #TeaParty #MAGA #TrumpTrain URL",NOT,is one of the leading conservative hashtags get your tweet read add  christian conservatives on twitter
59751,#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL,OFF,you are the most incompetent leader in nigeria’s history – atiku blasts buhari  by championnewsng via
66470,#nowplaying Death Cab For Cutie / You Are A Tourist / Codes And Keys [@USER ♫  URL,NOT,death cab for cutie  you are a tourist  codes and keys
92215,"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...",OFF,well most of those excrackheads are liberals and democrats so
11122,"#Conservatives Are #Outraged"" Because #TheyKnowNothing, Especially About @USER URL",NOT,are  because  especially about
87139,@USER this girl is so talented and she is my best friend because you and Ethan brought us together. Please notice this talent. @USER @USER @USER  please💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡 URL,NOT,this girl is so talented and she is my best friend because you and ethan brought us together please notice this talent     please
17311,9/9/2018 7:00 PM Temp 65.4  Dew Pt 51.1 Barometer 29.997 inches Rain 0.00 Wind 1.8 mph Hi 69.0 at 2:35 PM Low 59.8 at 7:20 AM,NOT,992018 700 pm temp 654  dew pt 511 barometer 29997 inches rain 000 wind 18 mph hi 690 at 235 pm low 598 at 720 am
89392,"#Conservatives VOTE VOTE VOTE, TAKE TWO FRIENDS TO POLLS to MIDTERMS in Nov. #NoComplacency‼️‼️ URL",NOT,vote vote vote take two friends to polls to midterms in nov ‼‼
22311,@USER #Diversity only works when those joining the new group want to be a part of the team.   #Islam hates every non-Muslim   #Fail  #Unicorns,OFF,only works when those joining the new group want to be a part of the team    hates every nonmuslim
88188,@USER [Being set down makes her realize how much taller he is. Again. She can't reach.]  Kissss her.,NOT,being set down makes her realize how much taller he is again she cant reach  kissss her
35503,"...if you want more shootings and more death, then listen to the ACLU, Black Lives Matter, or Antifa. If you want public safety, then listen to the police professionals who have been studying this for 35 years."" -AG Jeff Sessions  URL",NOT,if you want more shootings and more death then listen to the aclu black lives matter or antifa if you want public safety then listen to the police professionals who have been studying this for 35 years ag jeff sessions
75125,// SO WANT TO KICK TWITTERFUCK ASS.,OFF,so want to kick twitterfuck ass
49210,#MenfessWGLCA To: @USER You are the dremiest dream come true that ever was. From: Me,NOT,to  you are the dremiest dream come true that ever was from me
21354,"#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL",OFF,should have quit decades ago she is a disgrace  feinstein blames gop after kavanaugh accuser stays mum admits i cant say everythings truthful
48965,#CheeringTheChutiyapa just because she is a woman.....LOL URL,NOT,just because she is a womanlol
88939,"@USER @USER @USER @USER @USER @USER Really? The GOP hasn't even seen the letter yet. This sham is as subtle as a banana on a pool table and you won't, cant, see it. DiFi throws a hail Mary @ the 13th hour,  and you cry foul. At elast Ford won't have antifa coming to burn her house down. Dems are going down, hard.",NOT,really the gop hasnt even seen the letter yet this sham is as subtle as a banana on a pool table and you wont cant see it difi throws a hail mary  the 13th hour  and you cry foul at elast ford wont have antifa coming to burn her house down dems are going down hard
22594,@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.,OFF,fascism was also against liberals as is antifa according to your meme
45855,#RIPMacMiller you are loved. 💚 URL,NOT,you are loved
59159,#creagboy running around McDonald's urgently telling other kids that he is NOT from the future.,NOT,running around mcdonalds urgently telling other kids that he is not from the future
77395,#EnglishPashto Though I'm not pakhtoon  English : He is a cute kid Pashto: Da marra khasta bacha dey,NOT,though im not pakhtoon  english  he is a cute kid pashto da marra khasta bacha dey
90492,"#JPNA2 @USER @USER vasay, Ahmed butt, Sohail sahab what a performance, loved the movie to the core, 1st #PMJG now #JPNA2 Humayun is our Shaan now, Fahad you are grace, class pakistan cinema in safe hands",NOT,vasay ahmed butt sohail sahab what a performance loved the movie to the core 1st  now  humayun is our shaan now fahad you are grace class pakistan cinema in safe hands
19410,@USER fuck,OFF,fuck
67211,".@USER Why keep going back to the well with Charlottesville?  You realize there were good people there and bad people there, on both sides.  ANTIFA caused quite a bit of violence and damage too.  There were people there just watching, people there against statues removed",NOT,why keep going back to the well with charlottesville  you realize there were good people there and bad people there on both sides  antifa caused quite a bit of violence and damage too  there were people there just watching people there against statues removed
35940,#Cancers 'rising around the world' URL @USER @USER,NOT,rising around the world
33394,". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️",OFF,a grown ass woman probably 10 years older than me is currently spreading rumors rather than talking to me about it nice work you got there satan
96543,@USER Someone knows how to dress! He is rocking those shoes as well.,NOT,someone knows how to dress he is rocking those shoes as well
45271,#Antifa #Philly: Keystone United Exposed Part 2: Robert and Melissa Gaus URL,NOT,keystone united exposed part 2 robert and melissa gaus
56513,#Conservatives don’t care what you post..it’s @USER propaganda.. URL,OFF,don’t care what you postit’s  propaganda
59691,#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL,OFF,is there nothing beneath them lol what fools liberals are
34864,#SHE!🌿 #MOSADI!🌿 #SHE can discern her season #SHE is a wise builder #SHE is a team player #SHE is full of fire and full of the Holy spirit Thanks to @USER and Dr Chantal for such an inspiring event💎 Thank you @USER 💎 URL,NOT,can discern her season  is a wise builder  is a team player  is full of fire and full of the holy spirit thanks to  and dr chantal for such an inspiring event thank you
97956,@USER #Impeach #Maxine #Waters. The tide flows both ways.,NOT,the tide flows both ways
49164,#PiperThePup sends her love to everyone who might be affected by the unwelcome #HurricaneFlorence this week. She is looking forward to trying some @USER (or at least the crust) when she gets to Delaware. URL,NOT,sends her love to everyone who might be affected by the unwelcome  this week she is looking forward to trying some  or at least the crust when she gets to delaware
14273,#DISARMTHEM  #ANTIFA   GOOD LUCK SWEETHEARTS URL,NOT,good luck sweethearts
38323,"#AGJeffSessions: “Listen To The ACLU, Antifa, Black Lives Matter’ If You Want More Chicago Shootings!!” @USER @USER  #2AShallNotBeInfringed  Thank You @USER  URL via @USER",NOT,“listen to the aclu antifa black lives matter’ if you want more chicago shootings”      thank you    via
84848,2/ Did all the Democrats just give in to a vocal minority and become Socialists? I think not. I think most are in shock at what they see are confused by their own Party's Official rhetoric that is at odds with what hey see and experience. The Antifa thugs and the true violence...,NOT,2 did all the democrats just give in to a vocal minority and become socialists i think not i think most are in shock at what they see are confused by their own partys official rhetoric that is at odds with what hey see and experience the antifa thugs and the true violence
41997,@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,OFF,the kindest explanation is that he is tonedeaf  its hard to feel kind when he and his ilk do this repeatedly
56637,"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours. URL",OFF,etta can be tricky to photograph because of her colouring but she is beautiful and she knows it she is in charge has first dibs on treats and will shout for our attention whenever she comes in the house she kills wild rabbits but hangs out in the hutch with ours
65514,#Germany: What happens when you try to intimidate the wrong guy!  #MAGA  URL,NOT,what happens when you try to intimidate the wrong guy
19815,#SugarDaddy Retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit. Cuz baby I’m broke as shit but this love rich URL,OFF,retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit cuz baby i’m broke as shit but this love rich
36737,@USER Sam's being sam ...she is resting now it's adorable,NOT,sams being sam she is resting now its adorable
97410,#GeoffreyOwens niggas don’t really understand...levels to career pursuits,OFF,niggas don’t really understandlevels to career pursuits
18782,"#FridayNightFun!!   With Halloween events starting in just a week, we of course have to find out what events you are looking forward to most this year.   Obviously, this isn't all of them. There are SO many out there now. URL",NOT,with halloween events starting in just a week we of course have to find out what events you are looking forward to most this year   obviously this isnt all of them there are so many out there now
77746,"...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL",OFF,what about death metal i want more death metal tell me you hateful keebler elf where can i have more death metal
42925,#SayNoToShiaSunniFight On the day of judgment you will not be asked whether you are Shia or Sunni. You will just asked what were your deeds.,NOT,on the day of judgment you will not be asked whether you are shia or sunni you will just asked what were your deeds
17704,"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @USER smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts URL",OFF,is a disciple of anthony kennedy who ed liberals w3 unconstitutional opinions hes trumps con to con conservatives to ing  is moving right were  smart theyd do everything to get bk the  but they wont idiots
61674,#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking,OFF,tear down that
42419,"#1A #2A   This makes 7 times its been pulled down, @USER , @USER  8th time I've posted it. You pull it down,  I'll repost.  Eric Holder on gun control.  URL",NOT,this makes 7 times its been pulled down     8th time ive posted it you pull it down  ill repost  eric holder on gun control
83463,"$2,000 iPhone — gulp. Tech Reporter Josh McConnell breaks down the features and price points of Apple’s new line URL @USER URL",NOT,2000 iphone — gulp tech reporter josh mcconnell breaks down the features and price points of apple’s new line
39860,Am I a dickhead ???? Probably yes,OFF,am i a dickhead  probably yes
93586,"#Trump #MAGA| @USER @USER on #ElizabethSmart captor’s early release: “That time when she was in the mental hospital, unfortunately, is nearly six years that she is getting credit for, which really is bringing her out of the system much earlier.” URL",NOT,on  captor’s early release “that time when she was in the mental hospital unfortunately is nearly six years that she is getting credit for which really is bringing her out of the system much earlier”
22189,"#SpiderManPS4 is everything I expected so far. Gameplay is fun and the suits to gadgets is pretty unique to use. It feels like playin a mixture of the Batman Arkham and Uncharted series, Spidey beats both of them. Cant wait to keep playing more of it, thx again @USER !",NOT,is everything i expected so far gameplay is fun and the suits to gadgets is pretty unique to use it feels like playin a mixture of the batman arkham and uncharted series spidey beats both of them cant wait to keep playing more of it thx again
39918,#Conservatives You cannot ride this one out‼️🇺🇸#VoteRed2018 #VoteAmericaFirst #VoteDemsOut #AmericaFirst 🇺🇸 URL,NOT,you cannot ride this one out‼
51726,#Conservatives #JoinUKIP #VoteUKIP 2018. This is where we are now! URL,NOT,2018 this is where we are now
86382,7E91EB04 :Battle ID I need backup! Lvl 75 Celeste Omega URL,NOT,7e91eb04 battle id i need backup lvl 75 celeste omega
20568,#Conservatives don't value gender equality. They value the way (they think) things have always been. They quote the #Bible to support men's dominion over women. That's why many #Republicans are justifying #Kavanaugh's rape of a 17 year old as normal male behavior.,NOT,dont value gender equality they value the way they think things have always been they quote the  to support mens dominion over women thats why many  are justifying s rape of a 17 year old as normal male behavior
14923,60% of the world’s population will live in #cities by 2030. Finding solutions to help people move freely and sustainably should be a global priority. #electricscooters have a key role to play. #ClimateAction #Airquality #Mobility.  Read our study: URL,NOT,60 of the world’s population will live in  by 2030 finding solutions to help people move freely and sustainably should be a global priority  have a key role to play     read our study
53787,@USER She is beyond famous. She is Lalisa Manoban 😎 URL,NOT,she is beyond famous she is lalisa manoban
53660,"#SukhDuaSamaj_ThePrayingHands Saint Dr. MSG Insan renamed eunuchs’ society with a respectable name i.e. SukhDua Samaj and connected them to the mainstream society by providing them equal opportunity for education, employment and status as third gender URL",NOT,saint dr msg insan renamed eunuchs’ society with a respectable name ie sukhdua samaj and connected them to the mainstream society by providing them equal opportunity for education employment and status as third gender
61551,@USER Obvious why he is doing it quietly,NOT,obvious why he is doing it quietly
21826,(cr1tikal voice) smef my ass cheeks,OFF,cr1tikal voice smef my ass cheeks
80230,#jiyoonfact  She is a huge fan of Beyonce and she wants to sing as well as her. She sang If I Were a Boy predebut.,NOT,she is a huge fan of beyonce and she wants to sing as well as her she sang if i were a boy predebut
24974,#Investment #Leadership #Preparation thx @USER for sharing yr #InfrastructureReportCard  and guidance at  @USER URL #MAGA or watch it rust away... URL,NOT,thx  for sharing yr   and guidance at     or watch it rust away
56257,"#Colorado: Boy, 13, Arrested, Cuffed and Dragged From School Over —wait for it— #MeToo allegations from feminist classmates   URL #teens #feminism #parenting #kids #ccot #MAGA #homeschool",NOT,boy 13 arrested cuffed and dragged from school over —wait for it—  allegations from feminist classmates
61311,#GreatestThingsAboutThe90s Liberals loved @USER,NOT,liberals loved
79934,@USER 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,OFF,cause everyone knows a real leader falls into a van like a sack of potatoes
96418,"#MarketingTips #ListBuilding I'm going to show you how to build your own private, online 'traffic economy' so you are never short of prospects and sales again URL URL",NOT,im going to show you how to build your own private online traffic economy so you are never short of prospects and sales again
55048,"#BoycottNike campaign must continue and grow  Paying overseas staff $0.20 an hour is not okay because your staff is over there"".   You are exploiting poor women/men in the world.  This is more than Americans can stand. URL",OFF,campaign must continue and grow  paying overseas staff 020 an hour is not okay because your staff is over there   you are exploiting poor womenmen in the world  this is more than americans can stand
77625,"#Conservatives Poison Everything They Touch"" URL #tories #conservative #labour #labourparty #libdems #ukip #snp #gop #uk #america #canada #europe #politics #ukpolitics #cdnpoli #pnpcbc #auspol #polcan #socialchange #eupol #uspoli  URL",NOT,poison everything they touch
10252,"#Preach #BadCompany Don’t you know that you are a shooting star, don’t you know 🎵🌟 URL",NOT,don’t you know that you are a shooting star don’t you know
63128,@USER I somewhat know how thats like. Some of my best friends stopped talking to me over a gun control issue -_-,NOT,i somewhat know how thats like some of my best friends stopped talking to me over a gun control issue
70740,#bb20 I say lets flip it and have a gitls alliance! Jc out then Tyler since he thinks he is the mastermind! Th@USER Ultimate blindside! Three girls in the final three and Kaycee for the win!,NOT,i say lets flip it and have a gitls alliance jc out then tyler since he thinks he is the mastermind th ultimate blindside three girls in the final three and kaycee for the win
34034,#Believe When you have a fat belly then you are insulin resistant and can remedy it without medicine by fasting... info is here URL URL,NOT,when you have a fat belly then you are insulin resistant and can remedy it without medicine by fasting info is here
92341,#nowplaying March of the Antifa - Sickboy - Shake Hands With a Clenched Fist URL,NOT,march of the antifa  sickboy  shake hands with a clenched fist
84419,#Conservatives #DWP ’s secret benefit deaths reviews: Investigations into deaths double in two years. #crimesofDWP  URL via @USER,NOT,’s secret benefit deaths reviews investigations into deaths double in two years    via
72634,"#EmmyAwards2018 let the liberals pat themselves on the back, pushing socialism while making millions pretending to be REAL hard working people on TV shows.",NOT,let the liberals pat themselves on the back pushing socialism while making millions pretending to be real hard working people on tv shows
18825,@USER #DuckDuckGo!!F Google!,NOT,f google
70424,#California Pushing 8 New #Gun Control #Laws – The Legal Brief ~ VIDEO! URL (via @USER ),NOT,pushing 8 new  control  – the legal brief  video  via
35265,"*ICYMI* This is the reason Fascists have been desperately trying to find Anti Fascists in Tennessee. *This is what they don't want you to see* Including all League Of The South Members"" organizing groups etc. SHARE WIDELY URL",NOT,icymi this is the reason fascists have been desperately trying to find anti fascists in tennessee this is what they dont want you to see including all league of the south members organizing groups etc share widely
44869,"#Art #Culture BoJack Horseman Recap: The Apology Tour: Episodes of BoJack Horseman have taken on social issues before. Last season's gun control episode stands out as a shining example, and the show has always had the ability.. via URL URL",NOT,bojack horseman recap the apology tour episodes of bojack horseman have taken on social issues before last seasons gun control episode stands out as a shining example and the show has always had the ability via
22047,"#As I watch the #Kavanaugh #shenanigans unfold in DC, I’m reminded of one simple truth: these people don’t care about us. The all-inclusive us. They don’t care about conservatives or progressives, people of color or otherwise, Christians, women, LGBTQ, none of us. (Thread)",NOT,i watch the   unfold in dc i’m reminded of one simple truth these people don’t care about us the allinclusive us they don’t care about conservatives or progressives people of color or otherwise christians women lgbtq none of us thread
66950,#Charlottesvile speech #Trump should've given. URL #tcot #cville #Conservatives #CharlottesvilleKKK #Liberty #GOP,NOT,speech  shouldve given
57443,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,NOT,left  as  passes big spending bills
76833,"#NEWS Jeff Sessions: If you want more death, 'listen to the ACLU, Antifa, Black Lives Matter'"" URL #CNBC""",OFF,jeff sessions if you want more death listen to the aclu antifa black lives matter
22502,@USER She is better than you.,NOT,she is better than you
44206,#HappyBdayPMModi One may hate him. But u should agree that he is the most hard working PM India has ever witnessed.😊 URL,NOT,one may hate him but u should agree that he is the most hard working pm india has ever witnessed
82044,"#RobertPoeti wants an explanation"" why the Auditor General of #Quebec is conflicted in this #AMF investigation! Perhaps he can't read and can't follow the trail of evidence that proves she is conflicted URL #sad. #CORRUPTION, #NathalieGDrouin, #PENNYSTOCKS""",NOT,wants an explanation why the auditor general of  is conflicted in this  investigation perhaps he cant read and cant follow the trail of evidence that proves she is conflicted
24929,"#Rimmy4antifa @USER is calling for the death to the Bourgeoisie, a good man @USER  @USER",NOT,is calling for the death to the bourgeoisie a good man
55832,#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews,OFF,flew away  in  to be with the     had to flee  hatred of jews
32056,Anyway this game sucks :),OFF,anyway this game sucks
76339,"Do not take someone's silence as his pride, perhaps he is busy fighting with his self"". ~ Ali-Ibn-Abitalib (R.A) 💜""",NOT,do not take someones silence as his pride perhaps he is busy fighting with his self  aliibnabitalib ra
21266,#Nintendo #AnimalCrossing #SmashBrosUltimate  a little late... But she is just so adorable! I do love Isabelle URL,NOT,a little late but she is just so adorable i do love isabelle
83591,"#NowPlaying Kierra Kiki"" Sheard - You Are on URL",NOT,kierra kiki sheard  you are on
67841,#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?,OFF,is liar she is fat ugly libreal  she sold her  herself to get some cash  from dems and iran   why she spoke after
93576,#CharityTuesday  Join with us as we take from the Disabled and Women over the age of 60 #votetory @USER @USER @USER @USER #r4today URL,NOT,join with us as we take from the disabled and women over the age of 60
44218,#MAGA   Dems are using false allegation of Kavanaugh sexual assault as a bargaining chip against the release of classified docs by President Trump.,NOT,dems are using false allegation of kavanaugh sexual assault as a bargaining chip against the release of classified docs by president trump
51732,@USER I've been watching it....She is on our TEAM now. She has some insight into this President that's for sure.,NOT,ive been watching itshe is on our team now she has some insight into this president thats for sure
74605,@USER #NFL (Not For Long) 😀 URL,NOT,not for long
58487,#LIDC01f18 i believe Julieanna Godard is a leader because of her work in many digitally driven industries. She is a leader because she has established a network of creatives as a team while influencing and promoting the businesses of many young entrepreneurs as well. @USER,NOT,i believe julieanna godard is a leader because of her work in many digitally driven industries she is a leader because she has established a network of creatives as a team while influencing and promoting the businesses of many young entrepreneurs as well
74006,#2A #ArT #1A #KAG #MAGA #PATRiOT OUR ALFA WARiOR LiON ROARiNG iN WH! #SUPER #HERO #TRUMP  WE #VOTE ❤️ RED 2BE MOST ViKTORiUS WARiOR EVER DEFEATiNG OUR ENEMY W/iN! #Liars #LiberaLs #PoLiTicians #nWo #Congress  NOW OUR US Gov iN DEEP UNiTY W/ DjT45 BY WE GUTSY GT iNTeL PpL US URL,NOT,our alfa warior lion roaring in wh     we   red 2be most viktorius warior ever defeating our enemy win       now our us gov in deep unity w djt45 by we gutsy gt intel ppl us
94427,#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli URL,OFF,do not represent all canadians   they are authoritarian scum
96594,"#Ford's attorney says she's receiving death threats and has had to move her family to safety"". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?""",OFF,s attorney says shes receiving death threats and has had to move her family to safety wheres the proof that   are not doing this to promote this circus
85447,"#MAGA #KAG2018 U.S. becomes EU’s top supplier of soybeans, strengthening President Trump’s trade deal - URL",NOT,us becomes eu’s top supplier of soybeans strengthening president trump’s trade deal
62689,#scottgimple ruined #TheWalkingDead and now he is doing the same to #FearTWD . Hope the checks cash forever because he should never get another job. #AMC,OFF,ruined  and now he is doing the same to   hope the checks cash forever because he should never get another job
72609,#PNP. Results are not out yet for the PNP Vice Presidential race. Those supporting Damion Crawford feel comfotable that he is in.,NOT,results are not out yet for the pnp vice presidential race those supporting damion crawford feel comfotable that he is in
25047,#BetoORourke Continues Attack on @USER Pushes for #GunControl @USER URL,NOT,continues attack on  pushes for
35968,Another season for Tom Brady to give it to these niggas,OFF,another season for tom brady to give it to these niggas
99924,"#WCW goes to my beautiful and sexy @USER Without you I would be lost, you have brought me from the dark and into the light and you are my world. Love you so much. URL",NOT,goes to my beautiful and sexy  without you i would be lost you have brought me from the dark and into the light and you are my world love you so much
34665,#WeLoveShawnBecause he is the reason we the whole #MendesArmy smile everyday and just seeing him happy makes millions of us happier,NOT,he is the reason we the whole  smile everyday and just seeing him happy makes millions of us happier
45053,",,,just giving #Antifa what they asked for. So what is the problem? URL",NOT,just giving  what they asked for so what is the problem
56232,#Chequers is chuckers. A reminder to @USER @USER 👇  EEA/EFTA (Norway) are ruled out. Move to CETA+++ (Canada) URL,NOT,is chuckers a reminder to     eeaefta norway are ruled out move to ceta canada
62051,@USER This is one of my favorite quotes on the internet. He is so confident that he bends maths to his will.  That's hardcore.,NOT,this is one of my favorite quotes on the internet he is so confident that he bends maths to his will  thats hardcore
69036,26. Biggest accomplishment? school,NOT,26 biggest accomplishment school
14516,"#LifeIsButepu when you are black and can say the word nigga"". Feel me my niggas??? URL",OFF,when you are black and can say the word nigga feel me my niggas
29514,"#Emmys host #MichaelChe says that #OnlyWhitePeople #ThankJesus at award shows are #Republicans, #ExCrackheads ! #Liberals which one is the #Pope ~ #Republican or #ExCrackheads ? #EmmyAwards2018 roasted 4 mocking Middle America, ratings hit all-time low! URL",NOT,host  says that   at award shows are     which one is the    or    roasted 4 mocking middle america ratings hit alltime low
75770,#StaffPick: 'A human rights crisis': US accused of failing to protect citizens from gun violence URL,NOT,a human rights crisis us accused of failing to protect citizens from gun violence
89749,"#BenJones, Assistant Director of @USER at @USER Republican Party, Conservatives, and the Future of Capital Punishment. URL @USER @USER @USER @USER @USER #deathpenalty",NOT,assistant director of  at  republican party conservatives and the future of capital punishment
