id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
72429,@USER it’s TRUE and she is SO VALID,NOT,,,,,it’s true and she is so valid
91190,@USER I don't know if this cat even realizes what he is doing.,NOT,,,,,i dont know if this cat even realizes what he is doing
13255,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly! The pure hatred has blinded them. I've never seen mobs of people on here all go nuts.Makes you realize that self awareness is crucial right now locally if its like that on here honestly. I stay focused &amp; will be like that more so now. Doing an absentee ballot too,NOT,,,,,exactly the pure hatred has blinded them ive never seen mobs of people on here all go nutsmakes you realize that self awareness is crucial right now locally if its like that on here honestly i stay focused  will be like that more so now doing an absentee ballot too
70376,@USER  @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.,OFF,TIN,OTH,OTH,OTH,is inciting violence via twitter to accounts supporting potus he has made lists to have us targeted by antifaetc
94632,"51. A man, as a general rule, owes very little to what he is born with. A man is what he makes of himself."" - Alexander Graham Bell  #PushAwardsMayWards""",NOT,,,,,51 a man as a general rule owes very little to what he is born with a man is what he makes of himself  alexander graham bell
53840,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just a punk ass POS POG.  THANK YOU KGO!! ❤ 👍,NOT,,,,,just a punk ass pos pog  thank you kgo
70172,@USER Eric Holder should be in prison.,OFF,TIN,IND,IND,,eric holder should be in prison
30687,"#UKIP (@USER #Scotland MEP David #Coburn MEP just said on @USER Theresa #May is capitulating. She should have, at the start, organised leaving EU with no deal &amp; then put her deal on the table and told EU that's what you get or it's no deal."" #Brexit now. (#Conservatives)""",NOT,,,,,mep david  mep just said on  theresa  is capitulating she should have at the start organised leaving eu with no deal  then put her deal on the table and told eu thats what you get or its no deal  now
72982,@USER @USER @USER @USER @USER That was fucking fast holy shit lol,OFF,UNT,,,,that was fucking fast holy shit lol
55902,@USER Good shit! Kaepernick is a great model for young kids who play football to stand up for what they believe in,OFF,TIN,IND,IND,,good shit kaepernick is a great model for young kids who play football to stand up for what they believe in
25018,@USER @USER why don't the likes of just do as their bosses instruct them &amp; as long as @USER is protected the @USER will never give a shite what happens on the streets of this country,NOT,,,,,why dont the likes of just do as their bosses instruct them  as long as  is protected the  will never give a shite what happens on the streets of this country
40485,@USER @USER @USER @USER @USER She just knew she was having a girl!! She is excited now!!,NOT,,,,,she just knew she was having a girl she is excited now
34768,@USER @USER @USER @USER @USER All business owners are involved in lawsuits on a regular basis. It is whatbour society has become. Liberals constantly looking for a handout.,NOT,,,,,all business owners are involved in lawsuits on a regular basis it is whatbour society has become liberals constantly looking for a handout
16321,"@USER @USER @USER Yes.......that's why Aus. Conservatives, Bob Katter &amp; Family First have formed government for the last 50 years........because we are inherently conservative""! #ConservativeComedy""",NOT,,,,,yesthats why aus conservatives bob katter  family first have formed government for the last 50 yearsbecause we are inherently conservative
36286,@USER Holy shit. You better not be drinking milk after eating that. Or else... 🤢,OFF,TIN,IND,IND,,holy shit you better not be drinking milk after eating that or else
16908,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nice group of #maga follow back thanks !!!,NOT,,,,,nice group of  follow back thanks
59228,4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off  Feinstein/Obama!   URL via @,OFF,TIN,OTH,OTH,OTH,4 dead in mass shooting at fifth third bank building in downtown cincinnati deep state fake news crisis actor alert gun control bullshit  foff  feinsteinobama    via
86612,@USER How about she is related to another creepy fusion GPS??? how about THAT @USER ?????? URL,NOT,,,,,how about she is related to another creepy fusion gps how about that
14186,@USER @USER What in the wide world of sports is go’in on here? Pansies.,NOT,,,,,what in the wide world of sports is go’in on here pansies
15488,@USER You should seriously consider that maybe YOU are the one who is always wrong &amp; these people are correct... because you are wrong in your supposition here for most of them 😏,NOT,,,,,you should seriously consider that maybe you are the one who is always wrong  these people are correct because you are wrong in your supposition here for most of them
49029,@USER @USER Liberals have always wanted to get their hands in your wallet and and now they want to get them in your pants.,NOT,,,,,liberals have always wanted to get their hands in your wallet and and now they want to get them in your pants
24900,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Morning and check out my NEW MAGA Kids Book!! Written and Illustrated by a Trump America Loving OIF Veteran! URL #MAGA #TRUMP2020,NOT,,,,,morning and check out my new maga kids book written and illustrated by a trump america loving oif veteran
18083,@USER @USER @USER @USER Loved to hate MR in Bobby Brown show. That guy really screwed those kids back in the day. Please let him go through all HWs drama. He is my favorite &amp; then Jerry.  Maybe they should have a show Andy?,OFF,TIN,IND,IND,,loved to hate mr in bobby brown show that guy really screwed those kids back in the day please let him go through all hws drama he is my favorite  then jerry  maybe they should have a show andy
35787,@USER They can't talk about what Trump is doing because he is doing everything that he promised.  The economy is better than ever. If the Congress will do their job and get rid of the Crooks at the FBI DOJ And CIA and APPOINT A SPECIAL PROSECUTER And START ARRESTING and Prosecuting,NOT,,,,,they cant talk about what trump is doing because he is doing everything that he promised  the economy is better than ever if the congress will do their job and get rid of the crooks at the fbi doj and cia and appoint a special prosecuter and start arresting and prosecuting
76577,@USER @USER Amazing all the projection she is doing.,NOT,,,,,amazing all the projection she is doing
22547,I also need to address this question: Why did President Trump hire two lawyers that would hire Robert Mueller when they did not have to? #MAGA,NOT,,,,,i also need to address this question why did president trump hire two lawyers that would hire robert mueller when they did not have to
58410,#politicslive @USER decision to go into bed with the @USER in the coalition will be his down fall for years to come.,NOT,,,,,decision to go into bed with the  in the coalition will be his down fall for years to come
61104,27 reported deaths in Sutherland TX church shooting. Dems already calling for gun control and shootings and I'm just waiting for to report on the pedophile content that allows. There is a reason American media does what the establishment has been trying to tell you to stop taking,NOT,,,,,27 reported deaths in sutherland tx church shooting dems already calling for gun control and shootings and im just waiting for to report on the pedophile content that allows there is a reason american media does what the establishment has been trying to tell you to stop taking
71629,@USER My pharmacist is a friend and he told me ALL about it last year!  THANK YOU for opening discussing how pharmacists are being held hostage rather than tell WE THE PEOPLE about the price fixes! #MAGA,NOT,,,,,my pharmacist is a friend and he told me all about it last year  thank you for opening discussing how pharmacists are being held hostage rather than tell we the people about the price fixes
37239,@USER u never talk to me shut up[,OFF,TIN,IND,IND,,u never talk to me shut up
72290,@USER HE IS,NOT,,,,,he is
18848,@USER Gupta. You are a dreamer. 7 years cannot be compared to a telephone call that lasted for 35 minutes. I didnt want you to testify in the State Capture inquiry. You are moving according to our plan now. Remember 7 years of planning and calculating all the dots.,NOT,,,,,gupta you are a dreamer 7 years cannot be compared to a telephone call that lasted for 35 minutes i didnt want you to testify in the state capture inquiry you are moving according to our plan now remember 7 years of planning and calculating all the dots
97763,@USER Lol he is legit,NOT,,,,,lol he is legit
43876,@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.,OFF,TIN,OTH,OTH,OTH,bullshit my daughters and i watched the tennis match and sarrena got what she deserved we are big williams  fans no one is above the game
86455,@USER I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny.,OFF,TIN,IND,IND,,i know but look outside the box its like when rush limbaugh lost his shit they remind me of each other so in my head its funny
64585,.. you know.. Mami TJHAN always has this scary and creepy flirty gaze when she is around me or.. Miu..,NOT,,,,,you know mami tjhan always has this scary and creepy flirty gaze when she is around me or miu
36163,@USER Nigga you are tweeting in the shower ???? I hope Siri drown,OFF,TIN,IND,IND,,nigga you are tweeting in the shower  i hope siri drown
20359,@USER He has the msm covering up,NOT,,,,,he has the msm covering up
96316,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Nobody is greek"", that nation was lost, if it ever existed at all.. You are Subsaharan.""",NOT,,,,,nobody is greek that nation was lost if it ever existed at all you are subsaharan
26175,@USER You still haven't  answered my question about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd Amendment? URL … #alpolitics,NOT,,,,,you still havent  answered my question about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd amendment  …
67830,@USER Ren oppa!! I love you  you are cute 😊,NOT,,,,,ren oppa i love you  you are cute
92723,"@USER @USER THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM"". Said by you, NEVER. #YouFailed #Trump2020 #MAGA #MakeAmericanGreatAgain #OpportunityKnocks""",NOT,,,,,there are more jobs available than people to fill them said by you never
87251,@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.,OFF,TIN,GRP,OTH,GRP,that explains why some leftists were also shadowbanned
74347,@USER Good. Maybe they’ll give it to him.,NOT,,,,,good maybe they’ll give it to him
90541,@USER @USER @USER Brains and beauty. Love her show. Now she is on prime time Oct 15th. I get to watch the whole show. Yay!,NOT,,,,,brains and beauty love her show now she is on prime time oct 15th i get to watch the whole show yay
19083,"#politicsLive Unfortunately the @USER are still discussing what it"" is! Wasted 2 years so far! Perhaps because the idea is not viable? #JustAThought URL",NOT,,,,,unfortunately the  are still discussing what it is wasted 2 years so far perhaps because the idea is not viable
20227,2.7 bilion euros would buy a lot of hospitals. Another triumph for the @USER and their brilliant Brexit team URL,NOT,,,,,27 bilion euros would buy a lot of hospitals another triumph for the  and their brilliant brexit team
55721,@USER Zim is?  If he is than what’s that make Peyton?  Lol. URL,NOT,,,,,zim is  if he is than what’s that make peyton  lol
81779,@USER Can anybody explain how many stages of TDS there are?,NOT,,,,,can anybody explain how many stages of tds there are
72509,"@USER @USER @USER @USER @USER less money"". Funny.  The only person concerned with profit in healthcare is you. I and everyone else in the country want the carpet baggers to go fleece someone else, or better still, find something to do that doesn't involve seeking rent from essential public services.""",NOT,,,,,less money funny  the only person concerned with profit in healthcare is you i and everyone else in the country want the carpet baggers to go fleece someone else or better still find something to do that doesnt involve seeking rent from essential public services
25681,@USER “She is such a cutie,NOT,,,,,“she is such a cutie
29956,@USER You are the second person in 2 minutes to tell me that. Apparently I’m sitting on a Smelly Cat-sized fortune!,NOT,,,,,you are the second person in 2 minutes to tell me that apparently i’m sitting on a smelly catsized fortune
97247,@USER Soros paid antifa and the like not Christian conservatives for sure,NOT,,,,,soros paid antifa and the like not christian conservatives for sure
82983,@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?,OFF,TIN,IND,IND,,is the vulgar antifa creep trying to look like a womanor is it that he just cant help it
89694,"@USER The principaled conservatives"" have left the building.""",NOT,,,,,the principaled conservatives have left the building
20608,@USER Fuck my Rick (?,OFF,UNT,,,,fuck my rick
85089,@USER @USER This is proof the liberal left cannot think for themselves and have to be told what to say.,NOT,,,,,this is proof the liberal left cannot think for themselves and have to be told what to say
30696,@USER @USER @USER @USER These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in hell for what they’re doing to their daughters and granddaughters. They’re the innocents here- not women stuffing guns down their yoga pants and yelling MAGA,NOT,,,,,these women knew the knuckledraggers they were marrying and voting for i have no sympathy for them they should burn in hell for what they’re doing to their daughters and granddaughters they’re the innocents here not women stuffing guns down their yoga pants and yelling maga
42744,"#osho #quotes via @USER Listen to your being. It is continuously giving you hints. It is a still, small voice. It does not shout at you, that is true. And if you are a little silent you will start feeling your way. Be the person you are. Never try… URL URL",NOT,,,,,via  listen to your being it is continuously giving you hints it is a still small voice it does not shout at you that is true and if you are a little silent you will start feeling your way be the person you are never try…
76888,.@USER Yes. Debunked. URL,NOT,,,,,yes debunked
49584,@USER She is the worst. But what can you expect when you consider what she has to personally gain from his confirmation,OFF,TIN,IND,IND,,she is the worst but what can you expect when you consider what she has to personally gain from his confirmation
21820,@USER @USER Corruption (except for my household) and Socialism (except for my household) gun control (except when I need to be protected)... Shall I go on?  🤦‍♂️,NOT,,,,,corruption except for my household and socialism except for my household gun control except when i need to be protected shall i go on
81663,22 kids a day. Every day.  URL,NOT,,,,,22 kids a day every day
57373,@USER @USER @USER @USER He did win.he is my president,NOT,,,,,he did winhe is my president
93016,"@USER @USER @USER @USER @USER Christian conservatives don't have an orange god"".  Neither black, white, green, pink, or any other color.   His name is YAHWEH!!!""",NOT,,,,,christian conservatives dont have an orange god  neither black white green pink or any other color   his name is yahweh
30607,@USER Arrest holder for high crimes against the Republic.,NOT,,,,,arrest holder for high crimes against the republic
23693,@USER @USER @USER Like my sweet baby boy who wants to be a girl? He/she is going to become a strong proud black woman when he grows up! URL,NOT,,,,,like my sweet baby boy who wants to be a girl heshe is going to become a strong proud black woman when he grows up
33367,@USER Maybe while he is on the DL someone can show how to wear his hat,NOT,,,,,maybe while he is on the dl someone can show how to wear his hat
62496,@USER Aww... he is such a busy monster.,OFF,TIN,IND,IND,,aww he is such a busy monster
13664,@USER You after the Mounties come and get you for being a dirty pervert on the Internet...only you are 150 pounds heavier than him but you get the point URL,OFF,TIN,OTH,OTH,OTH,you after the mounties come and get you for being a dirty pervert on the internetonly you are 150 pounds heavier than him but you get the point
70783,@USER She is such a ham!!!!,NOT,,,,,she is such a ham
62863,#Westminster @USER #HouseOfLords #Tories @USER @USER @USER @USER #Brexit 🇬🇧 @USER #LabourParty #Labour @USER What a bunch of #hypocrites 😠 A total #ShowerOfShite 😠😠😠 URL,NOT,,,,,what a bunch of   a total
56888,@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,OFF,TIN,IND,IND,,as you typed “you think everyone is like you” and read it it means the question is referring to the reader and at the case you are the reader  effect
65236,@USER @USER @USER All the above are under UK control: we didn’t have to wait to leave to decide and deliver areas already fully under UK control. At this rate 33 months will be wasted plus the time to sign a new UK/EU27 trade agreement. Britain on hold. /4 #BrexitBritain,NOT,,,,,all the above are under uk control we didn’t have to wait to leave to decide and deliver areas already fully under uk control at this rate 33 months will be wasted plus the time to sign a new ukeu27 trade agreement britain on hold 4
93719,@USER @USER @USER @USER @USER @USER @USER @USER @USER Breaking:  Radical Antifa footage. URL,NOT,,,,,breaking  radical antifa footage
35038,@USER Cat fight URL,NOT,,,,,cat fight
55705,@USER @USER Dangerous to liberals for sure open the flood gates!,NOT,,,,,dangerous to liberals for sure open the flood gates
84763,@USER @USER Oh Rookie you’re we’re as adorable then and you are now!  Quite the baseball family tree.,NOT,,,,,oh rookie you’re we’re as adorable then and you are now  quite the baseball family tree
48084,2 Teump haters together - only extreme liberals watch URL,NOT,,,,,2 teump haters together  only extreme liberals watch
86239,@USER Tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol),NOT,,,,,tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberalssorry for the rant lol
80868,@USER Now we know the gun control stance of The Residents.,NOT,,,,,now we know the gun control stance of the residents
14929,@USER @USER ANTIFA displays hate on those they disagree with...you are being hypocritical!,OFF,TIN,IND,IND,,antifa displays hate on those they disagree withyou are being hypocritical
38700,@USER Fantastic!!!  The Alamo is sacred to us. She is a blight on the history of time. Better left erased!!  🇺🇸🇺🇸,OFF,TIN,IND,IND,,fantastic  the alamo is sacred to us she is a blight on the history of time better left erased
20684,"@USER Same paint ball range they used for the antifa vs Proudboy"" match last year""",NOT,,,,,same paint ball range they used for the antifa vs proudboy match last year
94296,"@USER how Antifa's extremism is facism in the making""  Now I'm making the face in your avi""",NOT,,,,,how antifas extremism is facism in the making  now im making the face in your avi
46026,@USER @USER @USER I know a man who went to prison at 18 for killing a cow. (He took the hind quarter home) He was given 5yr. He is over 50. Why should he not be able to vote. Don't talk pardon. They are seldom given.,NOT,,,,,i know a man who went to prison at 18 for killing a cow he took the hind quarter home he was given 5yr he is over 50 why should he not be able to vote dont talk pardon they are seldom given
66249,@USER @USER @USER @USER I think maybe we should give another party a try. Maybe 'For Britian'....,NOT,,,,,i think maybe we should give another party a try maybe for britian
93446,1. This is a local Fox station not the national Fox News broadcast. 2. If you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too. URL,OFF,TIN,OTH,OTH,OTH,1 this is a local fox station not the national fox news broadcast 2 if you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too
46201,@USER Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.,NOT,,,,,yes melania is wearing her i dont give a st jacket and donald chump is wearing his go fk yourself jacket just like always he said that god trump is in da house and he is above the law we did a marvelous job in pr many went without electricity for 6 months but its cool
82723,@USER #Republicans #Conservatives #Independents Listen 👂 up the #Hillarites #Democrats are repeating #History don't stand for it. #ConfirmKavanaugh now! URL,NOT,,,,,listen  up the   are repeating  dont stand for it  now
32384,@USER Be quiet SheDevil URL,OFF,TIN,IND,IND,,be quiet shedevil
74011,#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls @USER 🙏 #MAGA bc #WeThePeople WANT to Know! The #Hypocrisy of #DoubleStandardDEMs is SICKENING! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 &amp; #DeclassifyPOWsDocuments while yr at it. 👍 #DarkToLIGHT URL,OFF,TIN,GRP,OTH,GRP,of  sexual assault  now pls    bc  want to know the  of  is sickening        while yr at it
64048,@USER yes and she is the biggest joke in BB history.,NOT,,,,,yes and she is the biggest joke in bb history
62278,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you! ❤️,NOT,,,,,thank you
15834,@USER @USER So pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them f***ing moron is not? I think it is clear who needs help. You are a man perhaps?,OFF,TIN,IND,IND,,so pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them fing moron is not i think it is clear who needs help you are a man perhaps
66125,@USER thanks Joe!!! my sanity was forsaken a looong time ago hahaha,OFF,TIN,GRP,OTH,GRP,thanks joe my sanity was forsaken a looong time ago hahaha
85703,@USER So do a lot of pedophiles from the catholic church,OFF,TIN,OTH,OTH,OTH,so do a lot of pedophiles from the catholic church
24170,@USER And the liberals wonder why we don't want transgenders  in our bathrooms?,OFF,TIN,GRP,OTH,GRP,and the liberals wonder why we dont want transgenders  in our bathrooms
91180,@USER @USER @USER And your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals. You think they care about background checks? Restrictions? Etc? No. That’s why we call them criminals.,NOT,,,,,and your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals you think they care about background checks restrictions etc no that’s why we call them criminals
86447,@USER If they do this then I'm all FOR the former in that scenario with regards to antifa.,NOT,,,,,if they do this then im all for the former in that scenario with regards to antifa
70675,@USER Lol he is literally incapable of this.,NOT,,,,,lol he is literally incapable of this
37747,@USER My son don’t know his he’s better off dead nice message tho your heart was in a good place,NOT,,,,,my son don’t know his he’s better off dead nice message tho your heart was in a good place
38129,@USER @USER @USER @USER Conservative women are invisible to liberals. It makes us stealth. We are actually what feminists aspire to be. We know what we think. We know what we expect. We vote. And that’s our superpower.,NOT,,,,,conservative women are invisible to liberals it makes us stealth we are actually what feminists aspire to be we know what we think we know what we expect we vote and that’s our superpower
39448,@USER @USER The purrfect portrait! She even has her tail wrapped around her paws! She is beautiful in this shot!,NOT,,,,,the purrfect portrait she even has her tail wrapped around her paws she is beautiful in this shot
13336,@USER @USER @USER no maybe cause you are a hateful buttmunch. We reap what we sew,OFF,TIN,IND,IND,,no maybe cause you are a hateful buttmunch we reap what we sew
54268,@USER Ew. Also bitte!,NOT,,,,,ew also bitte
58880,@USER 😁😁😂😂 because he is NOT IMPORTANT,NOT,,,,,because he is not important
25717,@USER @USER I believe this is what you are refering to URL,NOT,,,,,i believe this is what you are refering to
66754,@USER #Foolish Why because some #idiots are doing whatever they can to sabotage him and @USER  ? Liberals are acting completely immoral and have no respect for those millions of legal voters who voted for @USER  #LetsGovern,OFF,TIN,GRP,OTH,GRP,why because some  are doing whatever they can to sabotage him and    liberals are acting completely immoral and have no respect for those millions of legal voters who voted for
58037,After going through the system i cameto know that being a criminal (illegal) is most reputed and easy job rather than a simple (illegal) person.,OFF,TIN,IND,IND,,after going through the system i cameto know that being a criminal illegal is most reputed and easy job rather than a simple illegal person
46191,@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,OFF,TIN,GRP,OTH,GRP,how does that make him the best in the country though there was nothing special about the throw how does that make me butt hurt
74010,@USER Wouldn't it be easier to close the loopholes that allow guns to get into the wrong hands?  This article by Duke's Center for Children and Families provides a good overview on the subject.  URL,NOT,,,,,wouldnt it be easier to close the loopholes that allow guns to get into the wrong hands  this article by dukes center for children and families provides a good overview on the subject
50251,@USER @USER Boo hoo hoo u lose,NOT,,,,,boo hoo hoo u lose
16986,@USER @USER If everyone of them own guns would they feel the same way about gun control?,NOT,,,,,if everyone of them own guns would they feel the same way about gun control
61771,@USER She is an ALEC puppet. If they don’t move the string on her back that works her mouth then she does nothing.,OFF,TIN,IND,IND,,she is an alec puppet if they don’t move the string on her back that works her mouth then she does nothing
35566,@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.,OFF,TIN,IND,IND,,holder was the most ethically challenged ag ever a total disgrace to the office
32539,@USER fool,OFF,TIN,IND,IND,,fool
37146,@USER He’s not even one of the strongest conservatives that could have been nominated and it has still come to this.,NOT,,,,,he’s not even one of the strongest conservatives that could have been nominated and it has still come to this
37077,@USER Good look,NOT,,,,,good look
15402,@USER @USER Definitely not as strange as her. Thats for sure. Shes a professor at a alt-left university. All those folks are kooky. #trump #maga,OFF,TIN,GRP,OTH,GRP,definitely not as strange as her thats for sure shes a professor at a altleft university all those folks are kooky
99284,"@USER @USER  -its quite obvious the  morons at the Star are totally unaware that Canada already has extremely Tight gun control laws -which by the way criminals never have and never will Adhere to"" - You have to be a very special kind of stupid to be believe that by banning""",OFF,TIN,GRP,OTH,GRP,its quite obvious the  morons at the star are totally unaware that canada already has extremely tight gun control laws which by the way criminals never have and never will adhere to  you have to be a very special kind of stupid to be believe that by banning
48930,@USER @USER Can you name one Democratic leader who endorses open borders?  Second point syntactically nonsensical.  I lament climate change &amp; I don’t have a private jet.   I favor more gun control &amp; I don’t glorify guns or have armed security.   Who is this fantasy “they” you r fixated on?,NOT,,,,,can you name one democratic leader who endorses open borders  second point syntactically nonsensical  i lament climate change  i don’t have a private jet   i favor more gun control  i don’t glorify guns or have armed security   who is this fantasy “they” you r fixated on
74638,@USER Beto the clown who supports the kneeling NFL thugs,OFF,TIN,IND,IND,,beto the clown who supports the kneeling nfl thugs
54347,"@USER @USER @USER I also grew up in California.  Doesn't matter where you are from.  And just because you've heard worse"" doesn't mean jack.  The president of the united states should not brag about that.  Nor about watching beauty pageant contestants change.""",NOT,,,,,i also grew up in california  doesnt matter where you are from  and just because youve heard worse doesnt mean jack  the president of the united states should not brag about that  nor about watching beauty pageant contestants change
83961,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.,OFF,TIN,OTH,OTH,OTH,the fbi would be the proper authority to administer this polygraph despite their corruption at the top of their organization
45211,@USER The best hope for gun control is banning bullet proof backpacks... Because why do they need it if they are not a terrorist?,NOT,,,,,the best hope for gun control is banning bullet proof backpacks because why do they need it if they are not a terrorist
42814,@USER @USER @USER And by liberals you mean conservatives.,NOT,,,,,and by liberals you mean conservatives
96437,@USER I’m just here to see which liberals decide to politicize this tragedy (despite Cincy having tight gun control)...  👀,OFF,TIN,GRP,OTH,GRP,i’m just here to see which liberals decide to politicize this tragedy despite cincy having tight gun control
78806,@USER WHAT i cant like HE IS LEGIT WATCHING my ever move In Rehab!!!,OFF,TIN,IND,IND,,what i cant like he is legit watching my ever move in rehab
48750,@USER Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.,NOT,,,,,steven wilson is coming back to ny in december i can’t wait he is one favorite live performers hope all is well
78650,@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.,OFF,TIN,GRP,OTH,GRP,funny that even the woman that brought roe vs wade to the  regretted it later it was one thing to have a medical emergency that required an abortion though rare  another to have liberals celebrating killing their unborn children  pretending its health care
46095,@USER presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at #dgps2018 URL,NOT,,,,,presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at
17495,@USER I hope they will let Cem in America for now until #Zeyal gets back together. So when he gets back Alihan can proudly show off she is off limit 😂 #yasakelma,NOT,,,,,i hope they will let cem in america for now until  gets back together so when he gets back alihan can proudly show off she is off limit
72250,@USER Holder belongs in jail.,NOT,,,,,holder belongs in jail
68345,@USER you are a shining light in a dark world,NOT,,,,,you are a shining light in a dark world
38005,@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL,OFF,TIN,IND,IND,,youre literally white nationalist radicals and enemies of the state youre lucky youre not being hunted down by federal agents like the terrorists you arebut the citizenry will act in the states place soon enough acta non verba
51095,@USER And it was Hillary by a landslide I think???? Don’t believe polls,NOT,,,,,and it was hillary by a landslide i think don’t believe polls
89246,@USER @USER Can u fuck off already,OFF,TIN,IND,IND,,can u fuck off already
34345,@USER Cause the CIA and FBI WAS good at the time to cover up the greatest corruption ever made by Hussein Obama administration. It’s all coming out All involved with the Deep State.,NOT,,,,,cause the cia and fbi was good at the time to cover up the greatest corruption ever made by hussein obama administration it’s all coming out all involved with the deep state
94841,@USER @USER @USER @USER @USER @USER @USER @USER @USER What if you wanting gun control offended me? Should you be fined?,NOT,,,,,what if you wanting gun control offended me should you be fined
62012,@USER But couldn’t take care of Racism that was created during his presidency...  never heard the words Equality come out of his mouth.   We are a melting pot!!!,NOT,,,,,but couldn’t take care of racism that was created during his presidency  never heard the words equality come out of his mouth   we are a melting pot
71016,@USER I completely agree!  We can uphold the second amendment AND have common sense gun control.  I’m a responsible gun owner.  But no citizen needs military grade weapons or high capacity magazines.  To find the problem:  follow the $!,NOT,,,,,i completely agree  we can uphold the second amendment and have common sense gun control  i’m a responsible gun owner  but no citizen needs military grade weapons or high capacity magazines  to find the problem  follow the
89336,@USER @USER I concede that's likely the case. I do think there's quite a number of people who are being anti-Serena because of who she is,NOT,,,,,i concede thats likely the case i do think theres quite a number of people who are being antiserena because of who she is
15327,@USER How dare they!? Please miss us with all this. URL,NOT,,,,,how dare they please miss us with all this
64319,@USER @USER American Conservatives Don't give one shit about the terrorist group Hamas or what they think and or believe.,NOT,,,,,american conservatives dont give one shit about the terrorist group hamas or what they think and or believe
98350,@USER We are still here. And you are still singing with your amazing voice. So grateful for folks who stand up and carry on.💕,NOT,,,,,we are still here and you are still singing with your amazing voice so grateful for folks who stand up and carry on
81583,@USER She is unfit for office . Mentally deranged.. unstable..,OFF,TIN,IND,IND,,she is unfit for office  mentally deranged unstable
27655,@USER Enthusiastic doesn’t mean collusion or treasonous,NOT,,,,,enthusiastic doesn’t mean collusion or treasonous
20722,@USER It’s off of Santa Clarita 9on Netflix it’s funny as fuck!,OFF,TIN,IND,IND,,it’s off of santa clarita 9on netflix it’s funny as fuck
85430,@USER Because he covers things up very well!!,NOT,,,,,because he covers things up very well
